date,symbol,adjusted
2019-09-18,GM,37.234467
2019-09-19,GM,36.844372
2019-09-20,GM,36.444527
2019-09-23,GM,36.317745
2019-09-24,GM,35.859386
2019-09-25,GM,36.190964
2019-09-26,GM,36.678581
2019-09-27,GM,36.493286
2019-09-30,GM,36.5518
2019-10-01,GM,35.215733
2019-10-02,GM,33.821144
2019-10-03,GM,34.113716
2019-10-04,GM,34.045448
2019-10-07,GM,33.889408
2019-10-08,GM,33.040958
2019-10-09,GM,33.294514
2019-10-10,GM,33.801643
2019-10-11,GM,34.689106
2019-10-14,GM,34.620838
2019-10-15,GM,35.362015
2019-10-16,GM,35.742359
2019-10-17,GM,35.293747
2019-10-18,GM,35.274242
2019-10-21,GM,35.040188
2019-10-22,GM,35.410778
2019-10-23,GM,35.703346
2019-10-24,GM,34.932911
2019-10-25,GM,35.830128
2019-10-28,GM,35.732601
2019-10-29,GM,37.263721
2019-10-30,GM,36.971153
2019-10-31,GM,36.239727
2019-11-01,GM,37.029667
2019-11-04,GM,37.439262
2019-11-05,GM,37.283226
2019-11-06,GM,37.468517
2019-11-07,GM,37.536789
2019-11-08,GM,37.71233
2019-11-11,GM,37.761093
2019-11-12,GM,37.634312
2019-11-13,GM,36.268982
2019-11-14,GM,35.888641
2019-11-15,GM,35.976414
2019-11-18,GM,35.713097
2019-11-19,GM,35.479046
2019-11-20,GM,34.406284
2019-11-21,GM,33.81139
2019-11-22,GM,34.455048
2019-11-25,GM,34.923161
2019-11-26,GM,35.020679
2019-11-27,GM,35.244987
2019-11-29,GM,35.108456
2019-12-02,GM,34.991428
2019-12-03,GM,34.650093
2019-12-04,GM,34.913406
2019-12-05,GM,34.804981
2019-12-06,GM,35.031689
2019-12-09,GM,34.873981
2019-12-10,GM,34.607841
2019-12-11,GM,34.735981
2019-12-12,GM,35.583679
2019-12-13,GM,35.140118
2019-12-16,GM,35.59354
2019-12-17,GM,35.79068
2019-12-18,GM,36.776375
2019-12-19,GM,36.727089
2019-12-20,GM,36.717236
2019-12-23,GM,36.244099
2019-12-24,GM,36.05682
2019-12-26,GM,35.958248
2019-12-27,GM,36.037106
2019-12-30,GM,35.918816
2019-12-31,GM,36.076527
2020-01-02,GM,36.845375
2020-01-03,GM,35.800533
2020-01-06,GM,35.3274
2020-01-07,GM,34.64727
2020-01-08,GM,34.154419
2020-01-09,GM,34.578274
2020-01-10,GM,34.154419
2020-01-13,GM,34.479702
2020-01-14,GM,34.64727
2020-01-15,GM,34.64727
2020-01-16,GM,35.041546
2020-01-17,GM,35.090832
2020-01-21,GM,34.489559
2020-01-22,GM,34.410702
2020-01-23,GM,34.381134
2020-01-24,GM,33.819283
2020-01-27,GM,32.932156
2020-01-28,GM,33.158863
2020-01-29,GM,33.119438
2020-01-30,GM,32.853302
2020-01-31,GM,32.912441
2020-02-03,GM,33.23772
2020-02-04,GM,33.878426
2020-02-05,GM,34.528984
2020-02-06,GM,33.838997
2020-02-07,GM,33.14901
2020-02-10,GM,33.760139
2020-02-11,GM,34.50927
2020-02-12,GM,34.982407
2020-02-13,GM,34.785267
2020-02-14,GM,34.262848
2020-02-18,GM,33.91785
2020-02-19,GM,34.420555
2020-02-20,GM,34.785267
2020-02-21,GM,34.154419
2020-02-24,GM,32.616734
2020-02-25,GM,31.295898
2020-02-26,GM,31.542322
2020-02-27,GM,30.270771
2020-02-28,GM,30.063774
2020-03-02,GM,30.970617
2020-03-03,GM,30.08349
2020-03-04,GM,31.079044
2020-03-05,GM,30.031435
2020-03-06,GM,28.624647
2020-03-09,GM,24.633759
2020-03-10,GM,27.058224
2020-03-11,GM,25.940775
2020-03-12,GM,22.987518
2020-03-13,GM,24.653711
2020-03-16,GM,20.952164
2020-03-17,GM,20.273712
2020-03-18,GM,16.76173
2020-03-19,GM,17.669657
2020-03-20,GM,18.098679
2020-03-23,GM,17.55991
2020-03-24,GM,21.061914
2020-03-25,GM,21.441048
2020-03-26,GM,22.50861
2020-03-27,GM,21.331297
2020-03-30,GM,21.271435
2020-03-31,GM,20.732666
2020-04-01,GM,19.216127
2020-04-02,GM,18.148565
2020-04-03,GM,17.998907
2020-04-06,GM,19.505466
2020-04-07,GM,21.25148
2020-04-08,GM,23.077311
2020-04-09,GM,24.005194
2020-04-13,GM,22.957586
2020-04-14,GM,22.927652
2020-04-15,GM,21.610661
2020-04-16,GM,20.82246
2020-04-17,GM,22.428793
2020-04-20,GM,22.32902
2020-04-21,GM,21.191616
2020-04-22,GM,21.25148
2020-04-23,GM,21.47098
2020-04-24,GM,21.900002
2020-04-27,GM,22.398861
2020-04-28,GM,22.129477
2020-04-29,GM,23.725832
2020-04-30,GM,22.239225
2020-05-01,GM,20.852392
2020-05-04,GM,20.702734
2020-05-05,GM,21.211573
2020-05-06,GM,21.840136
2020-05-07,GM,22.388884
2020-05-08,GM,23.87549
2020-05-11,GM,22.748062
2020-05-12,GM,22.50861
2020-05-13,GM,21.411116
2020-05-14,GM,22.25918
2020-05-15,GM,22.578449
2020-05-18,GM,24.753485
2020-05-19,GM,24.633759
2020-05-20,GM,25.421959
2020-05-21,GM,25.74123
2020-05-22,GM,25.92082
2020-05-26,GM,27.337585
2020-05-27,GM,27.726698
2020-05-28,GM,26.619226
2020-05-29,GM,25.821047
2020-06-01,GM,26.878633
2020-06-02,GM,27.347563
2020-06-03,GM,29.00378
2020-06-04,GM,29.093576
2020-06-05,GM,30.540274
2020-06-08,GM,30.610113
2020-06-09,GM,29.791983
2020-06-10,GM,28.684509
2020-06-11,GM,26.439636
2020-06-12,GM,27.896309
2020-06-15,GM,27.706743
2020-06-16,GM,27.716721
2020-06-17,GM,27.098131
2020-06-18,GM,27.028292
2020-06-19,GM,26.52943
2020-06-22,GM,26.309933
2020-06-23,GM,26.190205
2020-06-24,GM,25.222416
2020-06-25,GM,25.172527
2020-06-26,GM,24.404282
2020-06-29,GM,25.242369
2020-06-30,GM,25.242369
2020-07-01,GM,24.903143
2020-07-02,GM,25.182505
2020-07-06,GM,25.671389
2020-07-07,GM,25.072756
2020-07-08,GM,24.88319
2020-07-09,GM,23.366652
2020-07-10,GM,24.33444
2020-07-13,GM,24.803371
2020-07-14,GM,25.581594
2020-07-15,GM,26.818769
2020-07-16,GM,26.788839
2020-07-17,GM,26.38975
2020-07-20,GM,25.950752
2020-07-21,GM,26.090433
2020-07-22,GM,26.240089
2020-07-23,GM,26.699043
2020-07-24,GM,26.190205
2020-07-27,GM,25.641459
2020-07-28,GM,26.270023
2020-07-29,GM,25.831024
2020-07-30,GM,25.142597
2020-07-31,GM,24.833302
2020-08-03,GM,25.581594
2020-08-04,GM,25.74123
2020-08-05,GM,26.270023
2020-08-06,GM,26.559362
2020-08-07,GM,26.659134
2020-08-10,GM,27.916264
2020-08-11,GM,28.455034
2020-08-12,GM,27.96615
2020-08-13,GM,27.487244
2020-08-14,GM,27.796537
2020-08-17,GM,29.941641
2020-08-18,GM,29.772028
2020-08-19,GM,29.153439
2020-08-20,GM,28.764328
2020-08-21,GM,28.494942000000002
2020-08-24,GM,30.240955
2020-08-25,GM,29.62237
2020-08-26,GM,29.412848
2020-08-27,GM,29.62237
2020-08-28,GM,29.951618
2020-08-31,GM,29.562504
2020-09-01,GM,29.722141
2020-09-02,GM,30.889475
2020-09-03,GM,29.412848
2020-09-04,GM,29.931664
2020-09-08,GM,32.306244
2020-09-09,GM,31.877222
2020-09-10,GM,30.101276
2020-09-11,GM,30.390614
2020-09-14,GM,31.108974
2020-09-15,GM,31.508064
2020-09-16,GM,31.717587
2020-09-17,GM,31.84729
2020-09-18,GM,31.428246
2020-09-21,GM,29.931664
2020-09-22,GM,29.372938
2020-09-23,GM,29.273167
2020-09-24,GM,29.04369
2020-09-25,GM,28.933941
2020-09-28,GM,29.372938
2020-09-29,GM,28.674532
2020-09-30,GM,29.522596
2020-10-01,GM,30.310797
2020-10-02,GM,30.390614
2020-10-05,GM,30.889475
2020-10-06,GM,30.330751
2020-10-07,GM,31.547974
2020-10-08,GM,32.136627
2020-10-09,GM,32.086742
2020-10-12,GM,32.136627
2020-10-13,GM,31.797403
2020-10-14,GM,31.597858
2020-10-15,GM,32.515762
2020-10-16,GM,33.373806
2020-10-19,GM,33.274029
2020-10-20,GM,35.518906
2020-10-21,GM,35.688519
2020-10-22,GM,37.324783
2020-10-23,GM,36.746105
2020-10-26,GM,35.738403
2020-10-27,GM,34.810524
2020-10-28,GM,34.012344
2020-10-29,GM,34.810524
2020-10-30,GM,34.451344
2020-11-02,GM,34.471298
2020-11-03,GM,35.269474
2020-11-04,GM,35.159729
2020-11-05,GM,37.055397
2020-11-06,GM,37.384647
2020-11-09,GM,38.87125
2020-11-10,GM,40.986423
2020-11-11,GM,40.467609
2020-11-12,GM,39.230431
2020-11-13,GM,41.096172
2020-11-16,GM,42.034031
2020-11-17,GM,41.884373
2020-11-18,GM,42.622688
2020-11-19,GM,42.722458
2020-11-20,GM,42.941959
2020-11-23,GM,44.668018000000004
2020-11-24,GM,46.354168
2020-11-25,GM,45.356445
2020-11-27,GM,44.957359
2020-11-30,GM,43.740135
2020-12-01,GM,44.578224
2020-12-02,GM,44.478451
2020-12-03,GM,43.989567
2020-12-04,GM,44.298862
2020-12-07,GM,44.209068
2020-12-08,GM,43.700226
2020-12-09,GM,44.328793
2020-12-10,GM,42.772346
2020-12-11,GM,41.824509
2020-12-14,GM,41.525192
2020-12-15,GM,41.565102
2020-12-16,GM,41.325645
2020-12-17,GM,41.934258
2020-12-18,GM,40.91658
2020-12-21,GM,41.116127
2020-12-22,GM,40.806835
2020-12-23,GM,42.353302
2020-12-24,GM,41.485287
2020-12-28,GM,41.565102
2020-12-29,GM,41.475307
2020-12-30,GM,41.744694
2020-12-31,GM,41.545147
2021-01-04,GM,40.417721
2021-01-05,GM,41.565102
2021-01-06,GM,42.882095
2021-01-07,GM,43.221321
2021-01-08,GM,42.961914
2021-01-11,GM,44.907471
2021-01-12,GM,47.711071
2021-01-13,GM,48.618996
2021-01-14,GM,51.412617
2021-01-15,GM,49.856174
2021-01-19,GM,54.71508
2021-01-20,GM,55.732758
2021-01-21,GM,54.954533
2021-01-22,GM,55.273804
2021-01-25,GM,53.268383
2021-01-26,GM,51.921459
2021-01-27,GM,49.227608
2021-01-28,GM,50.923737
2021-01-29,GM,50.564556
2021-02-01,GM,51.392662
2021-02-02,GM,52.599911
2021-02-03,GM,54.126423
2021-02-04,GM,54.006699
2021-02-05,GM,54.28606
2021-02-08,GM,56.750435
2021-02-09,GM,55.932301
2021-02-10,GM,54.75499
2021-02-11,GM,53.378132
2021-02-12,GM,53.477901
2021-02-16,GM,53.338223
2021-02-17,GM,52.76952
2021-02-18,GM,52.041183
2021-02-19,GM,52.450249
2021-02-22,GM,51.861595
2021-02-23,GM,50.993576
2021-02-24,GM,52.779499
2021-02-25,GM,50.484737
2021-02-26,GM,51.213078
2021-03-01,GM,52.420319
2021-03-02,GM,53.986744
2021-03-03,GM,52.550022
2021-03-04,GM,51.711937
2021-03-05,GM,53.627563
2021-03-08,GM,54.854759
2021-03-09,GM,54.525513
2021-03-10,GM,56.700546
2021-03-11,GM,56.201687
2021-03-12,GM,59.125008
2021-03-15,GM,57.808018
2021-03-16,GM,56.989883
2021-03-17,GM,59.913212
2021-03-18,GM,59.134987
2021-03-19,GM,59.683735
2021-03-22,GM,57.967651
2021-03-23,GM,56.032074
2021-03-24,GM,55.682873
2021-03-25,GM,56.471069
2021-03-26,GM,56.391254000000004
2021-03-29,GM,55.812572
2021-03-30,GM,58.376717
2021-03-31,GM,57.329109
2021-04-01,GM,57.668335
2021-04-05,GM,60.900959
2021-04-06,GM,61.798904
2021-04-07,GM,60.691437
2021-04-08,GM,59.953121
2021-04-09,GM,60.022961
2021-04-12,GM,59.524101
2021-04-13,GM,58.356766
2021-04-14,GM,58.346786
2021-04-15,GM,58.476494
2021-04-16,GM,58.576263
2021-04-19,GM,57.748154
2021-04-20,GM,55.64296
2021-04-21,GM,57.359043
2021-04-22,GM,56.530933
2021-04-23,GM,57.398952
2021-04-26,GM,58.0774
2021-04-27,GM,58.835674
2021-04-28,GM,58.416626
2021-04-29,GM,56.441139
2021-04-30,GM,57.089661
2021-05-03,GM,57.019817
2021-05-04,GM,55.21394
2021-05-05,GM,57.448841
2021-05-06,GM,58.586243
2021-05-07,GM,58.855629
2021-05-10,GM,57.279224
2021-05-11,GM,55.60305
2021-05-12,GM,53.637539
2021-05-13,GM,54.475624
2021-05-14,GM,55.872437
2021-05-17,GM,55.912346
2021-05-18,GM,55.762688
2021-05-19,GM,55.403507
2021-05-20,GM,55.383553
2021-05-21,GM,56.590797
2021-05-24,GM,56.471069
2021-05-25,GM,56.630703
2021-05-26,GM,57.947701
2021-05-27,GM,59.63385
2021-05-28,GM,59.1749
2021-06-01,GM,59.514126
2021-06-02,GM,59.514126
2021-06-03,GM,63.315441
2021-06-04,GM,63.225647
2021-06-07,GM,63.085968
2021-06-08,GM,63.774395
2021-06-09,GM,62.627014
2021-06-10,GM,61.200272
2021-06-11,GM,61.349934
2021-06-14,GM,60.651527
2021-06-15,GM,60.671482
2021-06-16,GM,61.619316
2021-06-17,GM,59.943146
2021-06-18,GM,58.626148
2021-06-21,GM,59.164921
2021-06-22,GM,59.105057
2021-06-23,GM,59.983051
2021-06-24,GM,59.903236
2021-06-25,GM,60.16264
2021-06-28,GM,58.506424
2021-06-29,GM,58.695992
2021-06-30,GM,59.035213
2021-07-01,GM,58.975353
2021-07-02,GM,58.825695
2021-07-06,GM,57.329109
2021-07-07,GM,56.461094
2021-07-08,GM,55.932301
2021-07-09,GM,58.626148
2021-07-12,GM,58.835674
2021-07-13,GM,58.596218
2021-07-14,GM,57.867882
2021-07-15,GM,56.820274
2021-07-16,GM,55.333668
2021-07-19,GM,54.056583
2021-07-20,GM,56.022099
2021-07-21,GM,56.920044
2021-07-22,GM,55.513256
2021-07-23,GM,54.81485
2021-07-26,GM,55.64296
2021-07-27,GM,54.874714
2021-07-28,GM,55.363602
2021-07-29,GM,57.149521
2021-07-30,GM,56.710526
2021-08-02,GM,56.900089
2021-08-03,GM,57.748154
2021-08-04,GM,52.599911
2021-08-05,GM,54.31599
2021-08-06,GM,54.924599
2021-08-09,GM,53.827106
2021-08-10,GM,54.136398
2021-08-11,GM,54.146378
2021-08-12,GM,54.495579
2021-08-13,GM,53.52779
2021-08-16,GM,52.829384
2021-08-17,GM,50.355034
2021-08-18,GM,50.72419
2021-08-19,GM,48.968201
2021-08-20,GM,48.688839
2021-08-23,GM,48.070251
2021-08-24,GM,49.457085
2021-08-25,GM,49.586788
2021-08-26,GM,48.509247
2021-08-27,GM,49.686558
2021-08-30,GM,49.057995
2021-08-31,GM,48.898357
2021-09-01,GM,48.998131
2021-09-02,GM,48.838497
2021-09-03,GM,48.708794
2021-09-07,GM,48.60902
2021-09-08,GM,48.858452
2021-09-09,GM,48.3097
2021-09-10,GM,49.37727
2021-09-13,GM,50.704235
2021-09-14,GM,50.62442
2021-09-15,GM,51.701958
2021-09-16,GM,51.402641
2021-09-17,GM,51.213078
2021-09-20,GM,49.257538
2021-09-21,GM,49.257538
2021-09-22,GM,50.664326
2021-09-23,GM,51.801727
2021-09-24,GM,52.111023
2021-09-27,GM,53.118725
2021-09-28,GM,52.72961
2021-09-29,GM,52.809429
2021-09-30,GM,52.589931
2021-10-01,GM,53.008976
2021-10-04,GM,53.857037
2021-10-05,GM,54.216217
2021-10-06,GM,53.807152
2021-10-07,GM,56.311432
2021-10-08,GM,58.436581
2021-10-11,GM,57.957676
2021-10-12,GM,58.825695
2021-10-13,GM,57.638405
2021-10-14,GM,57.558586
2021-10-15,GM,57.867882
2021-10-18,GM,56.76041
2021-10-19,GM,56.720501
2021-10-20,GM,57.538631
2021-10-21,GM,58.276947
2021-10-22,GM,57.638405
2021-10-25,GM,57.628426
2021-10-26,GM,57.239315
2021-10-27,GM,54.136398
2021-10-28,GM,54.116447
2021-10-29,GM,54.306015
2021-11-01,GM,55.363602
2021-11-02,GM,55.463371
2021-11-03,GM,55.872437
2021-11-04,GM,58.506424
2021-11-05,GM,58.386696
2021-11-08,GM,59.464233
2021-11-09,GM,58.486469
2021-11-10,GM,59.134987
2021-11-11,GM,61.67918
2021-11-12,GM,63.255581
2021-11-15,GM,62.826561
2021-11-16,GM,62.467381
2021-11-17,GM,64.462822
2021-11-18,GM,62.188019
2021-11-19,GM,61.659225
2021-11-22,GM,63.914074
2021-11-23,GM,62.906376
2021-11-24,GM,62.048336
2021-11-26,GM,60.032936
2021-11-29,GM,59.723644
2021-11-30,GM,57.738174
2021-12-01,GM,57.927746
2021-12-02,GM,60.881001
2021-12-03,GM,59.573986
2021-12-06,GM,59.70369
2021-12-07,GM,61.389839
2021-12-08,GM,60.641548
2021-12-09,GM,59.484188
2021-12-10,GM,63.066013
2021-12-13,GM,58.995308
2021-12-14,GM,58.266972
2021-12-15,GM,58.476494
2021-12-16,GM,58.256992
2021-12-17,GM,55.034351
2021-12-20,GM,53.916904
2021-12-21,GM,54.665195
2021-12-22,GM,55.952255
2021-12-23,GM,56.780365
2021-12-27,GM,57.299179
2021-12-28,GM,56.979908
2021-12-29,GM,57.099636
2021-12-30,GM,57.997585
2021-12-31,GM,58.496449
2022-01-03,GM,61.030659
2022-01-04,GM,65.590248
2022-01-05,GM,62.597084
2022-01-06,GM,62.726788
2022-01-07,GM,62.128155
2022-01-10,GM,60.930889
2022-01-11,GM,61.32
2022-01-12,GM,60.89098
2022-01-13,GM,61.629295
2022-01-14,GM,60.960819
2022-01-18,GM,58.656082
2022-01-19,GM,56.111893
2022-01-20,GM,54.525513
2022-01-21,GM,53.15863
2022-01-24,GM,52.520092
2022-01-25,GM,51.781776
2022-01-26,GM,52.230751
2022-01-27,GM,51.332802
2022-01-28,GM,50.125561
2022-01-31,GM,52.609886
2022-02-01,GM,53.946835
2022-02-02,GM,53.378132
2022-02-03,GM,52.989021
2022-02-04,GM,51.173168
2022-02-07,GM,50.594486
2022-02-08,GM,49.347332
2022-02-09,GM,50.604465
2022-02-10,GM,50.22533
2022-02-11,GM,48.718773
2022-02-14,GM,48.289749
2022-02-15,GM,49.556854
2022-02-16,GM,50.315125
2022-02-17,GM,48.708794
2022-02-18,GM,48.489292
2022-02-22,GM,46.663464
2022-02-23,GM,46.274353
2022-02-24,GM,46.244419
2022-02-25,GM,47.32196
2022-02-28,GM,46.613579
2022-03-01,GM,44.418587
2022-03-02,GM,46.214485
2022-03-03,GM,44.797722
2022-03-04,GM,42.303417
2022-03-07,GM,39.739273
2022-03-08,GM,40.108429
2022-03-09,GM,42.183689
2022-03-10,GM,41.754669
2022-03-11,GM,41.415443
2022-03-14,GM,40.736996
2022-03-15,GM,42.034031
2022-03-16,GM,43.750111
2022-03-17,GM,43.560547
2022-03-18,GM,44.717903
2022-03-21,GM,43.510662
2022-03-22,GM,44.458496
2022-03-23,GM,43.680271
2022-03-24,GM,44.248974
2022-03-25,GM,43.550571
2022-03-28,GM,44.11927
2022-03-29,GM,46.154621
2022-03-30,GM,45.116993
2022-03-31,GM,43.640366
2022-04-01,GM,42.862141
2022-04-04,GM,43.081638
2022-04-05,GM,41.325645
2022-04-06,GM,39.410023
2022-04-07,GM,38.631802
2022-04-08,GM,39.260365
2022-04-11,GM,40.238132
2022-04-12,GM,39.948792
2022-04-13,GM,40.128384
2022-04-14,GM,40.038589
2022-04-18,GM,40.537449
2022-04-19,GM,41.984146
2022-04-20,GM,41.624966
2022-04-21,GM,40.617264
2022-04-22,GM,39.749249
2022-04-25,GM,39.729294
2022-04-26,GM,37.95335
2022-04-27,GM,38.571938
2022-04-28,GM,38.661732
2022-04-29,GM,37.823643
2022-05-02,GM,38.362415
2022-05-03,GM,39.849018
2022-05-04,GM,41.076218
2022-05-05,GM,39.858997
2022-05-06,GM,39.489841
2022-05-09,GM,38.172844
2022-05-10,GM,38.611847
2022-05-11,GM,37.185104
2022-05-12,GM,35.479
2022-05-13,GM,38.122959
2022-05-16,GM,37.015488
2022-05-17,GM,38.01321
2022-05-18,GM,35.748383
2022-05-19,GM,36.03772
2022-05-20,GM,35.319363
2022-05-23,GM,35.917995
2022-05-24,GM,35.129795
2022-05-25,GM,35.898041
2022-05-26,GM,37.334759
2022-05-27,GM,38.48214
2022-05-31,GM,38.591892
2022-06-01,GM,38.182823
2022-06-02,GM,38.781456
2022-06-03,GM,37.52433
2022-06-06,GM,37.743828
2022-06-07,GM,38.282597
2022-06-08,GM,37.604145
2022-06-09,GM,36.566517
2022-06-10,GM,34.930248
2022-06-13,GM,32.206467
2022-06-14,GM,33.124374
2022-06-15,GM,34.102142
2022-06-16,GM,31.348429
2022-06-17,GM,31.807379
2022-06-21,GM,32.565647
2022-06-22,GM,32.755219
2022-06-23,GM,32.914852
2022-06-24,GM,34.740685
2022-06-27,GM,34.551117
2022-06-28,GM,33.912575
2022-06-29,GM,33.373806
2022-06-30,GM,31.687654
2022-07-01,GM,32.116673
2022-07-05,GM,32.296265
2022-07-06,GM,31.198771
2022-07-07,GM,32.585602
2022-07-08,GM,32.236401
2022-07-11,GM,30.799683
2022-07-12,GM,31.458178
2022-07-13,GM,31.647743
2022-07-14,GM,31.518042
2022-07-15,GM,32.795124
2022-07-18,GM,32.545692
2022-07-19,GM,34.32164
2022-07-20,GM,34.680817
2022-07-21,GM,35.049976
2022-07-22,GM,34.591022
2022-07-25,GM,34.441368
2022-07-26,GM,33.264053
2022-07-27,GM,34.601002
2022-07-28,GM,35.658588
2022-07-29,GM,36.177402
2022-08-01,GM,36.686241
2022-08-02,GM,36.047699
2022-08-03,GM,37.225014
2022-08-04,GM,36.147472
2022-08-05,GM,35.977859
2022-08-08,GM,37.474442
2022-08-09,GM,36.536583
2022-08-10,GM,37.863556
2022-08-11,GM,38.372391
2022-08-12,GM,39.390068
2022-08-15,GM,39.310253
2022-08-16,GM,38.901184
2022-08-17,GM,38.312531
2022-08-18,GM,38.631802
2022-08-19,GM,39.60957
2022-08-22,GM,38.462185
2022-08-23,GM,38.472164
2022-08-24,GM,39.160591
2022-08-25,GM,40.297993
2022-08-26,GM,39.140636
2022-08-29,GM,39.419998
2022-08-30,GM,39.130001
2022-08-31,GM,38.209999
2022-09-01,GM,38.560001
2022-09-02,GM,38.470001
2022-09-06,GM,38.709999
2022-09-07,GM,40.110001
2022-09-08,GM,40.5
2022-09-09,GM,41.290001
2022-09-12,GM,42.049999
2022-09-13,GM,40.529999
2022-09-14,GM,40.619999
2022-09-15,GM,40.66
2022-09-16,GM,39.970001
2022-09-19,GM,41.389999
2022-09-20,GM,39.060001
2022-09-21,GM,37.68
2022-09-22,GM,37.380001
2022-09-23,GM,35.48
2022-09-26,GM,35.040001
2022-09-27,GM,34.709999
2022-09-28,GM,35.25
2022-09-29,GM,33.259998
2022-09-30,GM,32.09
2022-10-03,GM,32.869999
2022-10-04,GM,35.799999
2022-10-05,GM,34.84
2022-10-06,GM,34.630001
2022-10-07,GM,33.619999
2022-10-10,GM,32.290001
2022-10-11,GM,32.09
2022-10-12,GM,32.200001
2022-10-13,GM,32.759998
2022-10-14,GM,32.889999
2022-10-17,GM,33.57
2022-10-18,GM,34.25
2022-10-19,GM,33.630001
2022-10-20,GM,33.439999
2022-10-21,GM,35
2022-10-24,GM,35.720001
2000-01-03,MSFT,36.555378
2000-01-04,MSFT,35.320511
2000-01-05,MSFT,35.692959
2000-01-06,MSFT,34.497299
2000-01-07,MSFT,34.94812
2000-01-10,MSFT,35.202915
2000-01-11,MSFT,34.301289
2000-01-12,MSFT,33.184048
2000-01-13,MSFT,33.811275
2000-01-14,MSFT,35.202915
2000-01-18,MSFT,36.163361
2000-01-19,MSFT,33.556469
2000-01-20,MSFT,33.24284
2000-01-21,MSFT,32.537228
2000-01-24,MSFT,31.753191
2000-01-25,MSFT,32.243221
2000-01-26,MSFT,31.165174
2000-01-27,MSFT,30.969162
2000-01-28,MSFT,30.812347
2000-01-31,MSFT,30.694752
2000-02-01,MSFT,32.282421
2000-02-02,MSFT,31.615992
2000-02-03,MSFT,32.498032
2000-02-04,MSFT,33.41925
2000-02-07,MSFT,33.43885
2000-02-08,MSFT,34.477695
2000-02-09,MSFT,32.615608
2000-02-10,MSFT,33.24284
2000-02-11,MSFT,31.341583
2000-02-14,MSFT,31.243572
2000-02-15,MSFT,30.910349
2000-02-16,MSFT,30.616348
2000-02-17,MSFT,31.243572
2000-02-18,MSFT,29.812708
2000-02-22,MSFT,29.420696
2000-02-23,MSFT,29.55792
2000-02-24,MSFT,29.714727
2000-02-25,MSFT,28.636683
2000-02-28,MSFT,28.715069
2000-02-29,MSFT,28.029041
2000-03-01,MSFT,28.479874
2000-03-02,MSFT,29.283501
2000-03-03,MSFT,30.145941
2000-03-06,MSFT,28.421061
2000-03-07,MSFT,29.126694
2000-03-08,MSFT,29.969524
2000-03-09,MSFT,31.361195
2000-03-10,MSFT,31.674788
2000-03-13,MSFT,30.733965
2000-03-14,MSFT,29.832323
2000-03-15,MSFT,29.910719
2000-03-16,MSFT,29.910719
2000-03-17,MSFT,31.165174
2000-03-20,MSFT,30.537954
2000-03-21,MSFT,32.223614
2000-03-22,MSFT,32.380428
2000-03-23,MSFT,35.085316
2000-03-24,MSFT,35.026516
2000-03-27,MSFT,32.635235
2000-03-28,MSFT,32.713623
2000-03-29,MSFT,33.615261
2000-03-30,MSFT,32.419609
2000-03-31,MSFT,33.321259
2000-04-03,MSFT,28.499477
2000-04-04,MSFT,27.774248
2000-04-05,MSFT,27.088209
2000-04-06,MSFT,26.970619
2000-04-07,MSFT,27.931059
2000-04-10,MSFT,26.990223
2000-04-11,MSFT,26.304193
2000-04-12,MSFT,24.892941
2000-04-13,MSFT,24.853735
2000-04-14,MSFT,23.246469
2000-04-17,MSFT,23.79529
2000-04-18,MSFT,25.265347
2000-04-19,MSFT,24.677336
2000-04-20,MSFT,24.75573
2000-04-24,MSFT,20.894382
2000-04-25,MSFT,21.756819
2000-04-26,MSFT,21.325596
2000-04-27,MSFT,21.894022
2000-04-28,MSFT,21.874424
2000-05-01,MSFT,23.03088
2000-05-02,MSFT,21.913626
2000-05-03,MSFT,22.12923
2000-05-04,MSFT,22.090029
2000-05-05,MSFT,22.305643
2000-05-08,MSFT,21.894022
2000-05-09,MSFT,21.266796
2000-05-10,MSFT,20.757177
2000-05-11,MSFT,21.286396
2000-05-12,MSFT,21.580414
2000-05-15,MSFT,21.756819
2000-05-16,MSFT,21.796011
2000-05-17,MSFT,21.227591
2000-05-18,MSFT,20.757177
2000-05-19,MSFT,20.404366
2000-05-22,MSFT,20.129957
2000-05-23,MSFT,19.816341
2000-05-24,MSFT,20.561171
2000-05-25,MSFT,19.287128
2000-05-26,MSFT,19.267523
2000-05-30,MSFT,19.875145
2000-05-31,MSFT,19.620338
2000-06-01,MSFT,20.247559
2000-06-02,MSFT,20.796379
2000-06-05,MSFT,20.972788
2000-06-06,MSFT,21.83522
2000-06-07,MSFT,22.10964
2000-06-08,MSFT,21.580414
2000-06-09,MSFT,21.580414
2000-06-12,MSFT,20.972788
2000-06-13,MSFT,21.286396
2000-06-14,MSFT,22.10964
2000-06-15,MSFT,22.697659
2000-06-16,MSFT,22.756458
2000-06-19,MSFT,23.10927
2000-06-20,MSFT,23.501282
2000-06-21,MSFT,25.304548
2000-06-22,MSFT,25.049749
2000-06-23,MSFT,24.363728
2000-06-26,MSFT,24.932138
2000-06-27,MSFT,24.716526000000002
2000-06-28,MSFT,24.75573
2000-06-29,MSFT,24.206909
2000-06-30,MSFT,25.088934
2000-07-03,MSFT,25.088934
2000-07-05,MSFT,24.618534
2000-07-06,MSFT,25.382954
2000-07-07,MSFT,25.716167
2000-07-10,MSFT,24.912535
2000-07-11,MSFT,24.814541
2000-07-12,MSFT,25.186943
